case_id,status,split,train_order,hdf5_file,nodes,time_steps,size_bytes
Case_0416,valid_hdf5,train,276,Case_0416.h5,725,151,686665
Case_0417,valid_hdf5,train,326,Case_0417.h5,725,151,660828
Case_0418,valid_hdf5,train,147,Case_0418.h5,725,151,640791
Case_0419,valid_hdf5,train,664,Case_0419.h5,725,151,634005
Case_0420,valid_hdf5,train,199,Case_0420.h5,725,151,686109
Case_0421,valid_hdf5,train,310,Case_0421.h5,725,151,701409
Case_0422,valid_hdf5,train,649,Case_0422.h5,725,151,662655
Case_0423,valid_hdf5,train,347,Case_0423.h5,725,151,702082
Case_0424,valid_hdf5,train,674,Case_0424.h5,725,151,660183
Case_0425,valid_hdf5,test,,Case_0425.h5,725,151,683718
Case_0426,failed_terminal,excluded,,,,,
Case_0427,valid_hdf5,train,505,Case_0427.h5,725,151,641255
Case_0428,valid_hdf5,train,442,Case_0428.h5,725,151,650525
Case_0429,valid_hdf5,train,84,Case_0429.h5,725,151,636765
Case_0430,valid_hdf5,train,346,Case_0430.h5,725,151,656283
Case_0431,valid_hdf5,train,519,Case_0431.h5,725,151,694354
Case_0432,valid_hdf5,train,24,Case_0432.h5,725,151,703729
Case_0433,failed_terminal,excluded,,,,,
Case_0434,valid_hdf5,train,316,Case_0434.h5,725,151,703100
Case_0435,valid_hdf5,test,,Case_0435.h5,725,151,665676
Case_0436,valid_hdf5,train,511,Case_0436.h5,725,151,662712
Case_0437,valid_hdf5,train,216,Case_0437.h5,725,151,609790
Case_0438,valid_hdf5,train,142,Case_0438.h5,725,151,698920
Case_0439,valid_hdf5,train,220,Case_0439.h5,725,151,678227
Case_0440,failed_terminal,excluded,,,,,
Case_0441,failed_terminal,excluded,,,,,
Case_0442,valid_hdf5,train,100,Case_0442.h5,725,151,672988
Case_0443,valid_hdf5,test,,Case_0443.h5,725,151,691822
Case_0444,valid_hdf5,test,,Case_0444.h5,725,151,684002
Case_0445,valid_hdf5,valid,,Case_0445.h5,725,151,697788
Case_0446,valid_hdf5,train,70,Case_0446.h5,725,151,636005
Case_0447,valid_hdf5,train,769,Case_0447.h5,725,151,664488
Case_0448,failed_terminal,excluded,,,,,
Case_0449,valid_hdf5,test,,Case_0449.h5,725,151,703524
Case_0450,valid_hdf5,train,291,Case_0450.h5,725,151,676456
Case_0451,valid_hdf5,train,784,Case_0451.h5,725,151,689195
Case_0452,valid_hdf5,train,565,Case_0452.h5,725,151,667276
Case_0453,valid_hdf5,train,264,Case_0453.h5,725,151,674944
Case_0454,valid_hdf5,train,247,Case_0454.h5,725,151,706206
Case_0455,valid_hdf5,train,38,Case_0455.h5,725,151,670018
Case_0456,valid_hdf5,train,372,Case_0456.h5,725,151,696084
Case_0457,valid_hdf5,train,651,Case_0457.h5,725,151,676810
Case_0458,valid_hdf5,train,320,Case_0458.h5,725,151,704050
Case_0459,valid_hdf5,train,364,Case_0459.h5,725,151,720176
Case_0460,valid_hdf5,train,514,Case_0460.h5,725,151,714863
Case_0461,valid_hdf5,train,350,Case_0461.h5,725,151,711000
Case_0462,valid_hdf5,test,,Case_0462.h5,725,151,668468
Case_0463,valid_hdf5,train,37,Case_0463.h5,725,151,706363
Case_0464,valid_hdf5,train,613,Case_0464.h5,725,151,660303
Case_0465,valid_hdf5,train,322,Case_0465.h5,725,151,670698
Case_0466,valid_hdf5,train,271,Case_0466.h5,725,151,714471
Case_0467,valid_hdf5,train,555,Case_0467.h5,725,151,706286
Case_0468,valid_hdf5,train,249,Case_0468.h5,725,151,694946
Case_0469,valid_hdf5,train,92,Case_0469.h5,725,151,659489
Case_0470,valid_hdf5,train,344,Case_0470.h5,725,151,665008
Case_0471,valid_hdf5,train,373,Case_0471.h5,725,151,689003
Case_0472,valid_hdf5,train,490,Case_0472.h5,725,151,658791
Case_0473,valid_hdf5,test,,Case_0473.h5,725,151,700110
Case_0474,valid_hdf5,valid,,Case_0474.h5,725,151,663576
Case_0475,valid_hdf5,train,28,Case_0475.h5,725,151,678687
Case_0476,valid_hdf5,valid,,Case_0476.h5,725,151,722820
Case_0477,valid_hdf5,train,83,Case_0477.h5,725,151,688245
Case_0478,valid_hdf5,train,767,Case_0478.h5,725,151,687547
Case_0479,valid_hdf5,train,10,Case_0479.h5,725,151,669105
Case_0480,valid_hdf5,train,297,Case_0480.h5,725,151,692927
Case_0481,failed_terminal,excluded,,,,,
Case_0482,valid_hdf5,train,553,Case_0482.h5,725,151,694327
Case_0483,valid_hdf5,train,293,Case_0483.h5,725,151,672754
Case_0484,valid_hdf5,train,711,Case_0484.h5,725,151,641094
Case_0485,valid_hdf5,train,470,Case_0485.h5,725,151,618387
Case_0486,valid_hdf5,train,188,Case_0486.h5,725,151,703126
Case_0487,valid_hdf5,valid,,Case_0487.h5,725,151,687995
Case_0488,valid_hdf5,train,423,Case_0488.h5,725,151,724971
Case_0489,valid_hdf5,train,662,Case_0489.h5,725,151,693684
Case_0490,valid_hdf5,train,738,Case_0490.h5,725,151,672299
Case_0491,valid_hdf5,test,,Case_0491.h5,725,151,701905
Case_0492,valid_hdf5,valid,,Case_0492.h5,725,151,714372
Case_0493,valid_hdf5,train,690,Case_0493.h5,725,151,688662
Case_0494,valid_hdf5,train,90,Case_0494.h5,725,151,669627
Case_0495,valid_hdf5,train,8,Case_0495.h5,725,151,686485
Case_0496,valid_hdf5,train,336,Case_0496.h5,725,151,715181
Case_0497,failed_terminal,excluded,,,,,
Case_0498,valid_hdf5,test,,Case_0498.h5,725,151,688937
Case_0499,valid_hdf5,train,510,Case_0499.h5,725,151,675752
Case_0500,valid_hdf5,train,629,Case_0500.h5,725,151,654126
Case_0501,valid_hdf5,test,,Case_0501.h5,725,151,706386
Case_0502,valid_hdf5,train,282,Case_0502.h5,725,151,684142
Case_0503,valid_hdf5,train,309,Case_0503.h5,725,151,703906
Case_0504,valid_hdf5,valid,,Case_0504.h5,725,151,688240
Case_0505,valid_hdf5,train,522,Case_0505.h5,725,151,663537
Case_0506,valid_hdf5,train,101,Case_0506.h5,725,151,680112
Case_0507,valid_hdf5,train,571,Case_0507.h5,725,151,690160
Case_0508,valid_hdf5,train,148,Case_0508.h5,725,151,676944
Case_0509,valid_hdf5,train,453,Case_0509.h5,725,151,705115
Case_0510,valid_hdf5,train,163,Case_0510.h5,725,151,665118
Case_0511,valid_hdf5,test,,Case_0511.h5,725,151,674299
Case_0512,valid_hdf5,valid,,Case_0512.h5,725,151,659473
Case_0513,valid_hdf5,train,479,Case_0513.h5,725,151,686571
Case_0514,valid_hdf5,train,161,Case_0514.h5,725,151,685820
Case_0515,valid_hdf5,train,230,Case_0515.h5,725,151,692813
Case_0516,valid_hdf5,test,,Case_0516.h5,725,151,687704
Case_0517,failed_terminal,excluded,,,,,
Case_0518,valid_hdf5,train,244,Case_0518.h5,725,151,649310
Case_0519,valid_hdf5,train,577,Case_0519.h5,725,151,707341
Case_0520,valid_hdf5,train,466,Case_0520.h5,725,151,639898
Case_0521,valid_hdf5,train,348,Case_0521.h5,725,151,709621
Case_0522,valid_hdf5,train,588,Case_0522.h5,725,151,690110
Case_0523,valid_hdf5,train,285,Case_0523.h5,725,151,670630
Case_0524,valid_hdf5,train,306,Case_0524.h5,725,151,688636
Case_0525,valid_hdf5,valid,,Case_0525.h5,725,151,642070
Case_0526,valid_hdf5,valid,,Case_0526.h5,725,151,710749
Case_0527,valid_hdf5,train,644,Case_0527.h5,725,151,681842
Case_0528,valid_hdf5,train,330,Case_0528.h5,725,151,686156
Case_0529,valid_hdf5,train,120,Case_0529.h5,725,151,651313
Case_0530,valid_hdf5,train,296,Case_0530.h5,725,151,688617
Case_0531,valid_hdf5,train,69,Case_0531.h5,725,151,697755
Case_0532,valid_hdf5,train,332,Case_0532.h5,725,151,697008
Case_0533,valid_hdf5,train,665,Case_0533.h5,725,151,670842
Case_0534,valid_hdf5,train,606,Case_0534.h5,725,151,701114
Case_0535,valid_hdf5,train,59,Case_0535.h5,725,151,665046
Case_0536,valid_hdf5,train,452,Case_0536.h5,725,151,683009
Case_0537,valid_hdf5,train,115,Case_0537.h5,725,151,660084
Case_0538,valid_hdf5,test,,Case_0538.h5,725,151,686739
Case_0539,valid_hdf5,train,778,Case_0539.h5,725,151,688176
Case_0540,valid_hdf5,train,413,Case_0540.h5,725,151,682981
Case_0541,valid_hdf5,train,604,Case_0541.h5,725,151,682033
Case_0542,valid_hdf5,train,448,Case_0542.h5,725,151,698060
Case_0543,valid_hdf5,train,645,Case_0543.h5,725,151,654420
Case_0544,valid_hdf5,train,93,Case_0544.h5,725,151,713216
Case_0545,valid_hdf5,train,267,Case_0545.h5,725,151,696434
Case_0546,valid_hdf5,test,,Case_0546.h5,725,151,696587
Case_0547,valid_hdf5,train,235,Case_0547.h5,725,151,684007
Case_0548,valid_hdf5,train,532,Case_0548.h5,725,151,706498
Case_0549,valid_hdf5,valid,,Case_0549.h5,725,151,691899
Case_0550,valid_hdf5,train,107,Case_0550.h5,725,151,670951
Case_0551,valid_hdf5,train,554,Case_0551.h5,725,151,675352
Case_0552,valid_hdf5,train,307,Case_0552.h5,725,151,663332
Case_0553,valid_hdf5,valid,,Case_0553.h5,725,151,621681
Case_0554,valid_hdf5,train,1,Case_0554.h5,725,151,634715
Case_0555,valid_hdf5,test,,Case_0555.h5,725,151,628062
Case_0556,valid_hdf5,valid,,Case_0556.h5,725,151,636596
Case_0557,valid_hdf5,train,433,Case_0557.h5,725,151,715946
Case_0558,valid_hdf5,train,286,Case_0558.h5,725,151,682959
Case_0559,valid_hdf5,train,240,Case_0559.h5,725,151,629352
Case_0560,valid_hdf5,train,109,Case_0560.h5,725,151,640951
Case_0561,valid_hdf5,test,,Case_0561.h5,725,151,684692
Case_0562,valid_hdf5,train,567,Case_0562.h5,725,151,697446
Case_0563,valid_hdf5,train,628,Case_0563.h5,725,151,710003
Case_0564,valid_hdf5,train,26,Case_0564.h5,725,151,669529
Case_0565,valid_hdf5,train,592,Case_0565.h5,725,151,630654
Case_0566,valid_hdf5,train,46,Case_0566.h5,725,151,704596
Case_0567,valid_hdf5,train,575,Case_0567.h5,725,151,653957
Case_0568,valid_hdf5,train,694,Case_0568.h5,725,151,709072
Case_0569,valid_hdf5,test,,Case_0569.h5,725,151,655377
Case_0570,valid_hdf5,train,121,Case_0570.h5,725,151,685969
Case_0571,valid_hdf5,train,737,Case_0571.h5,725,151,655225
Case_0572,valid_hdf5,train,415,Case_0572.h5,725,151,692435
Case_0573,valid_hdf5,train,655,Case_0573.h5,725,151,647900
Case_0574,valid_hdf5,train,593,Case_0574.h5,725,151,694176
Case_0575,valid_hdf5,train,486,Case_0575.h5,725,151,716870
Case_0576,valid_hdf5,train,207,Case_0576.h5,725,151,673439
Case_0577,valid_hdf5,train,459,Case_0577.h5,725,151,703421
Case_0578,valid_hdf5,train,403,Case_0578.h5,725,151,645240
Case_0579,valid_hdf5,test,,Case_0579.h5,725,151,697651
Case_0580,valid_hdf5,train,787,Case_0580.h5,725,151,684284
Case_0581,valid_hdf5,train,63,Case_0581.h5,725,151,646796
Case_0582,valid_hdf5,valid,,Case_0582.h5,725,151,714709
Case_0583,valid_hdf5,train,214,Case_0583.h5,725,151,673757
Case_0584,valid_hdf5,train,570,Case_0584.h5,725,151,688557
Case_0585,valid_hdf5,train,489,Case_0585.h5,725,151,648230
Case_0586,valid_hdf5,train,98,Case_0586.h5,725,151,723749
Case_0587,valid_hdf5,train,733,Case_0587.h5,725,151,659635
Case_0588,valid_hdf5,train,626,Case_0588.h5,725,151,711091
Case_0589,valid_hdf5,train,545,Case_0589.h5,725,151,655531
Case_0590,valid_hdf5,train,22,Case_0590.h5,725,151,689184
Case_0591,valid_hdf5,train,467,Case_0591.h5,725,151,670029
Case_0592,valid_hdf5,train,685,Case_0592.h5,725,151,648503
Case_0593,valid_hdf5,train,283,Case_0593.h5,725,151,699206
Case_0594,valid_hdf5,train,158,Case_0594.h5,725,151,667242
Case_0595,valid_hdf5,test,,Case_0595.h5,725,151,646073
Case_0596,valid_hdf5,train,775,Case_0596.h5,725,151,699949
Case_0597,valid_hdf5,train,357,Case_0597.h5,725,151,647407
Case_0598,valid_hdf5,train,418,Case_0598.h5,725,151,700704
Case_0599,valid_hdf5,train,317,Case_0599.h5,725,151,671733
Case_0600,valid_hdf5,train,434,Case_0600.h5,725,151,703070
Case_0601,valid_hdf5,test,,Case_0601.h5,725,151,665642
Case_0602,valid_hdf5,train,670,Case_0602.h5,725,151,677429
Case_0603,valid_hdf5,test,,Case_0603.h5,725,151,709070
Case_0604,valid_hdf5,valid,,Case_0604.h5,725,151,686062
Case_0605,valid_hdf5,train,440,Case_0605.h5,725,151,650578
Case_0606,valid_hdf5,train,524,Case_0606.h5,725,151,682874
Case_0607,valid_hdf5,valid,,Case_0607.h5,725,151,621227
Case_0608,valid_hdf5,train,41,Case_0608.h5,725,151,701271
Case_0609,valid_hdf5,train,412,Case_0609.h5,725,151,674364
Case_0610,valid_hdf5,train,110,Case_0610.h5,725,151,696377
Case_0611,valid_hdf5,valid,,Case_0611.h5,725,151,692057
Case_0612,valid_hdf5,train,523,Case_0612.h5,725,151,610639
Case_0613,valid_hdf5,train,726,Case_0613.h5,725,151,658558
Case_0614,failed_terminal,excluded,,,,,
Case_0615,valid_hdf5,train,438,Case_0615.h5,725,151,658183
Case_0616,valid_hdf5,train,460,Case_0616.h5,725,151,672449
Case_0617,valid_hdf5,train,189,Case_0617.h5,725,151,682299
Case_0618,failed_terminal,excluded,,,,,
Case_0619,valid_hdf5,train,55,Case_0619.h5,725,151,687899
Case_0620,valid_hdf5,train,349,Case_0620.h5,725,151,683490
Case_0621,valid_hdf5,train,650,Case_0621.h5,725,151,701488
Case_0622,valid_hdf5,train,652,Case_0622.h5,725,151,697446
Case_0623,valid_hdf5,valid,,Case_0623.h5,725,151,686294
Case_0624,valid_hdf5,train,67,Case_0624.h5,725,151,667942
Case_0625,valid_hdf5,train,140,Case_0625.h5,725,151,685351
Case_0626,valid_hdf5,train,546,Case_0626.h5,725,151,706853
Case_0627,valid_hdf5,train,766,Case_0627.h5,725,151,665983
Case_0628,valid_hdf5,train,785,Case_0628.h5,725,151,654807
Case_0629,failed_terminal,excluded,,,,,
Case_0630,valid_hdf5,train,409,Case_0630.h5,725,151,705451
Case_0631,valid_hdf5,valid,,Case_0631.h5,725,151,674501
Case_0632,valid_hdf5,test,,Case_0632.h5,725,151,707443
Case_0633,valid_hdf5,train,277,Case_0633.h5,725,151,702501
Case_0634,valid_hdf5,valid,,Case_0634.h5,725,151,693933
Case_0635,valid_hdf5,train,634,Case_0635.h5,725,151,660543
Case_0636,valid_hdf5,test,,Case_0636.h5,725,151,676947
Case_0637,valid_hdf5,train,265,Case_0637.h5,725,151,635201
Case_0638,valid_hdf5,train,590,Case_0638.h5,725,151,656143
Case_0639,valid_hdf5,train,422,Case_0639.h5,725,151,680516
Case_0640,failed_terminal,excluded,,,,,
Case_0641,valid_hdf5,train,40,Case_0641.h5,725,151,646997
Case_0642,valid_hdf5,train,777,Case_0642.h5,725,151,668928
Case_0643,valid_hdf5,train,429,Case_0643.h5,725,151,669632
Case_0644,valid_hdf5,train,743,Case_0644.h5,725,151,692502
Case_0645,valid_hdf5,train,127,Case_0645.h5,725,151,695389
Case_0646,valid_hdf5,train,16,Case_0646.h5,725,151,623962
Case_0647,valid_hdf5,train,566,Case_0647.h5,725,151,687297
Case_0648,valid_hdf5,train,279,Case_0648.h5,725,151,666382
Case_0649,valid_hdf5,train,697,Case_0649.h5,725,151,697630
Case_0650,valid_hdf5,train,229,Case_0650.h5,725,151,697181
Case_0651,valid_hdf5,train,352,Case_0651.h5,725,151,695338
Case_0652,valid_hdf5,valid,,Case_0652.h5,725,151,657175
Case_0653,valid_hdf5,train,129,Case_0653.h5,725,151,626747
Case_0654,valid_hdf5,train,381,Case_0654.h5,725,151,690359
Case_0655,valid_hdf5,test,,Case_0655.h5,725,151,662930
Case_0656,valid_hdf5,train,203,Case_0656.h5,725,151,662413
Case_0657,valid_hdf5,train,427,Case_0657.h5,725,151,695021
Case_0658,valid_hdf5,test,,Case_0658.h5,725,151,662513
Case_0659,valid_hdf5,train,729,Case_0659.h5,725,151,652421
Case_0660,valid_hdf5,test,,Case_0660.h5,725,151,684891
Case_0661,valid_hdf5,train,302,Case_0661.h5,725,151,711841
Case_0662,valid_hdf5,test,,Case_0662.h5,725,151,680130
Case_0663,valid_hdf5,train,334,Case_0663.h5,725,151,718862
Case_0664,valid_hdf5,train,414,Case_0664.h5,725,151,657496
Case_0665,valid_hdf5,train,300,Case_0665.h5,725,151,646183
Case_0666,valid_hdf5,train,602,Case_0666.h5,725,151,717489
Case_0667,valid_hdf5,train,353,Case_0667.h5,725,151,667836
Case_0668,valid_hdf5,train,638,Case_0668.h5,725,151,698900
Case_0669,valid_hdf5,train,730,Case_0669.h5,725,151,695571
Case_0670,valid_hdf5,valid,,Case_0670.h5,725,151,614868
Case_0671,valid_hdf5,valid,,Case_0671.h5,725,151,653377
Case_0672,valid_hdf5,train,539,Case_0672.h5,725,151,637185
Case_0673,valid_hdf5,train,455,Case_0673.h5,725,151,681265
Case_0674,valid_hdf5,train,254,Case_0674.h5,725,151,666078
Case_0675,valid_hdf5,train,387,Case_0675.h5,725,151,683638
Case_0676,valid_hdf5,train,710,Case_0676.h5,725,151,657039
Case_0677,valid_hdf5,train,369,Case_0677.h5,725,151,706356
Case_0678,valid_hdf5,train,356,Case_0678.h5,725,151,678106
Case_0679,valid_hdf5,train,339,Case_0679.h5,725,151,643432
Case_0680,valid_hdf5,train,800,Case_0680.h5,725,151,669279
Case_0681,valid_hdf5,train,687,Case_0681.h5,725,151,674056
Case_0682,valid_hdf5,train,617,Case_0682.h5,725,151,665946
Case_0683,valid_hdf5,test,,Case_0683.h5,725,151,670033
Case_0684,valid_hdf5,train,663,Case_0684.h5,725,151,733391
Case_0685,valid_hdf5,train,259,Case_0685.h5,725,151,691581
Case_0686,valid_hdf5,train,464,Case_0686.h5,725,151,629336
Case_0687,valid_hdf5,train,508,Case_0687.h5,725,151,670213
Case_0688,valid_hdf5,valid,,Case_0688.h5,725,151,702513
Case_0689,valid_hdf5,train,699,Case_0689.h5,725,151,650913
Case_0690,valid_hdf5,train,292,Case_0690.h5,725,151,644340
Case_0691,valid_hdf5,train,772,Case_0691.h5,725,151,656499
Case_0692,valid_hdf5,train,458,Case_0692.h5,725,151,689581
Case_0693,valid_hdf5,train,488,Case_0693.h5,725,151,658356
Case_0694,valid_hdf5,train,177,Case_0694.h5,725,151,684295
Case_0695,valid_hdf5,train,324,Case_0695.h5,725,151,689564
Case_0696,valid_hdf5,valid,,Case_0696.h5,725,151,662559
Case_0697,valid_hdf5,train,666,Case_0697.h5,725,151,696239
Case_0698,valid_hdf5,train,468,Case_0698.h5,725,151,693929
Case_0699,valid_hdf5,train,354,Case_0699.h5,725,151,708085
Case_0700,valid_hdf5,train,515,Case_0700.h5,725,151,668913
Case_0701,valid_hdf5,train,572,Case_0701.h5,725,151,688062
Case_0702,valid_hdf5,train,178,Case_0702.h5,725,151,702745
Case_0703,valid_hdf5,train,721,Case_0703.h5,725,151,689020
Case_0704,valid_hdf5,train,500,Case_0704.h5,725,151,626884
Case_0705,valid_hdf5,train,481,Case_0705.h5,725,151,693312
Case_0706,valid_hdf5,train,281,Case_0706.h5,725,151,690035
Case_0707,valid_hdf5,train,141,Case_0707.h5,725,151,677167
Case_0708,valid_hdf5,train,520,Case_0708.h5,725,151,696642
Case_0709,valid_hdf5,train,239,Case_0709.h5,725,151,698629
Case_0710,valid_hdf5,train,9,Case_0710.h5,725,151,640092
Case_0711,valid_hdf5,train,529,Case_0711.h5,725,151,657163
Case_0712,failed_terminal,excluded,,,,,
Case_0713,valid_hdf5,train,703,Case_0713.h5,725,151,684361
Case_0714,valid_hdf5,train,558,Case_0714.h5,725,151,674536
Case_0715,valid_hdf5,train,480,Case_0715.h5,725,151,700343
Case_0716,valid_hdf5,train,411,Case_0716.h5,725,151,687386
Case_0717,valid_hdf5,train,494,Case_0717.h5,725,151,679596
Case_0718,valid_hdf5,train,185,Case_0718.h5,725,151,689051
Case_0719,valid_hdf5,train,790,Case_0719.h5,725,151,694906
Case_0720,valid_hdf5,valid,,Case_0720.h5,725,151,670583
Case_0721,valid_hdf5,valid,,Case_0721.h5,725,151,692429
Case_0722,valid_hdf5,train,123,Case_0722.h5,725,151,687443
Case_0723,valid_hdf5,train,636,Case_0723.h5,725,151,632869
Case_0724,valid_hdf5,test,,Case_0724.h5,725,151,700540
Case_0725,valid_hdf5,train,621,Case_0725.h5,725,151,643949
Case_0726,failed_terminal,excluded,,,,,
Case_0727,valid_hdf5,train,700,Case_0727.h5,725,151,677202
Case_0728,valid_hdf5,train,533,Case_0728.h5,725,151,692137
Case_0729,valid_hdf5,train,683,Case_0729.h5,725,151,697468
Case_0730,valid_hdf5,train,138,Case_0730.h5,725,151,714785
Case_0731,valid_hdf5,test,,Case_0731.h5,725,151,676146
Case_0732,valid_hdf5,train,686,Case_0732.h5,725,151,708847
Case_0733,valid_hdf5,train,366,Case_0733.h5,725,151,640356
Case_0734,valid_hdf5,train,562,Case_0734.h5,725,151,678265
Case_0735,valid_hdf5,train,79,Case_0735.h5,725,151,696414
Case_0736,valid_hdf5,train,228,Case_0736.h5,725,151,653406
Case_0737,valid_hdf5,train,233,Case_0737.h5,725,151,678055
Case_0738,valid_hdf5,train,146,Case_0738.h5,725,151,665498
Case_0739,valid_hdf5,train,176,Case_0739.h5,725,151,670704
Case_0740,valid_hdf5,test,,Case_0740.h5,725,151,677878
Case_0741,valid_hdf5,test,,Case_0741.h5,725,151,633919
Case_0742,valid_hdf5,train,758,Case_0742.h5,725,151,663527
Case_0743,valid_hdf5,train,404,Case_0743.h5,725,151,702446
Case_0744,valid_hdf5,train,95,Case_0744.h5,725,151,672580
Case_0745,valid_hdf5,train,261,Case_0745.h5,725,151,688969
Case_0746,valid_hdf5,train,771,Case_0746.h5,725,151,680364
Case_0747,valid_hdf5,test,,Case_0747.h5,725,151,686693
Case_0748,valid_hdf5,train,248,Case_0748.h5,725,151,707499
Case_0749,valid_hdf5,train,724,Case_0749.h5,725,151,665927
Case_0750,valid_hdf5,train,543,Case_0750.h5,725,151,674198
Case_0751,valid_hdf5,train,526,Case_0751.h5,725,151,709518
Case_0752,valid_hdf5,valid,,Case_0752.h5,725,151,693220
Case_0753,valid_hdf5,train,512,Case_0753.h5,725,151,663448
Case_0754,failed_terminal,excluded,,,,,
Case_0755,valid_hdf5,train,287,Case_0755.h5,725,151,670631
Case_0756,valid_hdf5,train,234,Case_0756.h5,725,151,706121
Case_0757,valid_hdf5,train,471,Case_0757.h5,725,151,632567
Case_0758,valid_hdf5,train,289,Case_0758.h5,725,151,704386
Case_0759,valid_hdf5,valid,,Case_0759.h5,725,151,632141
Case_0760,valid_hdf5,train,4,Case_0760.h5,725,151,678077
Case_0761,valid_hdf5,train,30,Case_0761.h5,725,151,697443
Case_0762,valid_hdf5,train,773,Case_0762.h5,725,151,667444
Case_0763,valid_hdf5,valid,,Case_0763.h5,725,151,655012
Case_0764,valid_hdf5,train,669,Case_0764.h5,725,151,691016
Case_0765,valid_hdf5,train,608,Case_0765.h5,725,151,714076
Case_0766,failed_terminal,excluded,,,,,
Case_0767,valid_hdf5,train,528,Case_0767.h5,725,151,686973
Case_0768,valid_hdf5,train,623,Case_0768.h5,725,151,628032
Case_0769,valid_hdf5,train,609,Case_0769.h5,725,151,682078
Case_0770,valid_hdf5,train,371,Case_0770.h5,725,151,700869
Case_0771,valid_hdf5,train,80,Case_0771.h5,725,151,677975
Case_0772,valid_hdf5,train,461,Case_0772.h5,725,151,670485
Case_0773,valid_hdf5,valid,,Case_0773.h5,725,151,680347
Case_0774,failed_terminal,excluded,,,,,
Case_0775,valid_hdf5,valid,,Case_0775.h5,725,151,678025
Case_0776,valid_hdf5,train,118,Case_0776.h5,725,151,653689
Case_0777,valid_hdf5,train,693,Case_0777.h5,725,151,701346
Case_0778,valid_hdf5,train,739,Case_0778.h5,725,151,684381
Case_0779,valid_hdf5,train,385,Case_0779.h5,725,151,728439
Case_0780,valid_hdf5,train,68,Case_0780.h5,725,151,680756
Case_0781,valid_hdf5,train,87,Case_0781.h5,725,151,657729
Case_0782,valid_hdf5,train,263,Case_0782.h5,725,151,675598
Case_0783,valid_hdf5,train,451,Case_0783.h5,725,151,683358
Case_0784,valid_hdf5,train,563,Case_0784.h5,725,151,662093
Case_0785,valid_hdf5,train,792,Case_0785.h5,725,151,705707
Case_0786,valid_hdf5,train,556,Case_0786.h5,725,151,658009
Case_0787,valid_hdf5,train,312,Case_0787.h5,725,151,637347
Case_0788,valid_hdf5,valid,,Case_0788.h5,725,151,698738
Case_0789,valid_hdf5,train,789,Case_0789.h5,725,151,710684
Case_0790,valid_hdf5,train,797,Case_0790.h5,725,151,666398
Case_0791,valid_hdf5,train,164,Case_0791.h5,725,151,659780
Case_0792,valid_hdf5,train,280,Case_0792.h5,725,151,696399
Case_0793,valid_hdf5,train,657,Case_0793.h5,725,151,683278
Case_0794,valid_hdf5,test,,Case_0794.h5,725,151,700254
Case_0795,valid_hdf5,train,653,Case_0795.h5,725,151,670913
Case_0796,valid_hdf5,valid,,Case_0796.h5,725,151,705217
Case_0797,valid_hdf5,train,241,Case_0797.h5,725,151,691332
Case_0798,valid_hdf5,test,,Case_0798.h5,725,151,692873
Case_0799,valid_hdf5,train,619,Case_0799.h5,725,151,688791
Case_0800,failed_terminal,excluded,,,,,
Case_0801,valid_hdf5,valid,,Case_0801.h5,725,151,642114
Case_0802,valid_hdf5,train,378,Case_0802.h5,725,151,675271
Case_0803,valid_hdf5,train,232,Case_0803.h5,725,151,671321
Case_0804,valid_hdf5,train,450,Case_0804.h5,725,151,664118
Case_0805,valid_hdf5,train,642,Case_0805.h5,725,151,643945
Case_0806,valid_hdf5,test,,Case_0806.h5,725,151,665949
Case_0807,valid_hdf5,train,586,Case_0807.h5,725,151,703959
Case_0808,valid_hdf5,train,72,Case_0808.h5,725,151,691875
Case_0809,valid_hdf5,train,761,Case_0809.h5,725,151,718985
Case_0810,valid_hdf5,train,106,Case_0810.h5,725,151,699565
Case_0811,valid_hdf5,train,445,Case_0811.h5,725,151,676287
Case_0812,valid_hdf5,train,499,Case_0812.h5,725,151,692911
Case_0813,valid_hdf5,train,752,Case_0813.h5,725,151,706219
Case_0814,valid_hdf5,test,,Case_0814.h5,725,151,698190
Case_0815,valid_hdf5,test,,Case_0815.h5,725,151,721079
Case_0816,valid_hdf5,train,444,Case_0816.h5,725,151,687367
Case_0817,valid_hdf5,test,,Case_0817.h5,725,151,671044
Case_0818,valid_hdf5,train,681,Case_0818.h5,725,151,673599
Case_0819,valid_hdf5,train,384,Case_0819.h5,725,151,688740
Case_0820,valid_hdf5,train,401,Case_0820.h5,725,151,687621
Case_0821,valid_hdf5,train,17,Case_0821.h5,725,151,683604
Case_0822,valid_hdf5,train,405,Case_0822.h5,725,151,675606
Case_0823,valid_hdf5,train,719,Case_0823.h5,725,151,694657
Case_0824,valid_hdf5,train,89,Case_0824.h5,725,151,635812
Case_0825,valid_hdf5,train,549,Case_0825.h5,725,151,685592
Case_0826,valid_hdf5,train,680,Case_0826.h5,725,151,681868
Case_0827,valid_hdf5,train,496,Case_0827.h5,725,151,683585
Case_0828,valid_hdf5,train,624,Case_0828.h5,725,151,660647
Case_0829,valid_hdf5,train,132,Case_0829.h5,725,151,703974
Case_0830,valid_hdf5,train,338,Case_0830.h5,725,151,696171
Case_0831,valid_hdf5,train,596,Case_0831.h5,725,151,659762
Case_0832,valid_hdf5,train,169,Case_0832.h5,725,151,687917
Case_0833,valid_hdf5,valid,,Case_0833.h5,725,151,682054
